"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"1505","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1505","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/ssrf/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1506","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1506","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-container/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1507","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1507","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/html-tampering/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1508","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1508","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/idor/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1509","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1509","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-integration-tests/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1510","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1510","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/csrf/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1511","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1511","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/auth-bypass/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1512","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1512","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/missing-function-ac/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1513","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1513","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1514","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1514","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/sql-injection/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1515","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1515","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/vulnerable-components/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1516","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1516","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/chrome-dev-tools/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1517","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1517","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/http-proxies/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1518","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-beans 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-beans from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1518","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webwolf-introduction/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-security 2.2.0.RELEASE(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework:spring-beans 5.2.0.RELEASE"
"1519","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1519","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/http-basics/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1520","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1520","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/insecure-login/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1521","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1521","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webgoat-lesson-template/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1522","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1522","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/jwt/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1523","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1523","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/crypto/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1524","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1524","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/cross-site-scripting/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1525","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1525","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webgoat-introduction/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1526","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1526","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-server/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1527","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1527","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/secure-passwords/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1528","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1528","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/cia/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
"1529","active","Remote Code Execution in Spring Framework (CVE-2022-22965)","dependency","DEP1001_CVE-2022-22965","CVE-2022-22965","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-webmvc 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework:spring-webmvc from 5.2.0.RELEASE to 5.2.20.RELEASE to fix the vulnerability.","","critical","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"7","126","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/1529","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/xxe/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.boot:spring-boot-starter-web 2.2.0.RELEASE(root),org.springframework:spring-webmvc 5.2.0.RELEASE"
