"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"291","active","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-93q8-gq69-wqmw","GHSA-93q8-gq69-wqmw","'package-lock.json' contains a reference to an insecure Npm package 'ansi-regex 3.0.0'.  Recommendation: Upgrade ansi-regex from 3.0.0 to 3.0.1 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/291","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","ansi-regex 3.0.0"
"292","active","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-93q8-gq69-wqmw","GHSA-93q8-gq69-wqmw","'package.json' contains a reference to an insecure Npm package 'ansi-regex 5.0.0'.  Recommendation: Upgrade ansi-regex from 5.0.0 to 5.0.1 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/292","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/cliui/node_modules/ansi-regex/package.json @ eb8d1d59","ansi-regex 5.0.0"
"293","active","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-93q8-gq69-wqmw","GHSA-93q8-gq69-wqmw","'package.json' contains a reference to an insecure Npm package 'ansi-regex 5.0.0'.  Recommendation: Upgrade ansi-regex from 5.0.0 to 5.0.1 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/293","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/wrap-ansi/node_modules/ansi-regex/package.json @ eb8d1d59","ansi-regex 5.0.0"
"294","active","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-93q8-gq69-wqmw","GHSA-93q8-gq69-wqmw","'package.json' contains a reference to an insecure Npm package 'ansi-regex 5.0.0'.  Recommendation: Upgrade ansi-regex from 5.0.0 to 5.0.1 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/294","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/yargs/node_modules/ansi-regex/package.json @ eb8d1d59","ansi-regex 5.0.0"
"295","active","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-93q8-gq69-wqmw","GHSA-93q8-gq69-wqmw","'package-lock.json' contains a reference to an insecure Npm package 'ansi-regex 5.0.0'.  Recommendation: Upgrade ansi-regex from 5.0.0 to 5.0.1 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/295","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","ansi-regex 5.0.0"
"296","active","minimatch ReDoS vulnerability (CVE-2022-3517)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-f8q6-p94x-37v3","GHSA-f8q6-p94x-37v3","'package.json' contains a reference to an insecure Npm package 'minimatch 3.0.4'.  Recommendation: Upgrade minimatch from 3.0.4 to 3.0.5 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/296","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/minimatch/package.json @ eb8d1d59","minimatch 3.0.4"
"297","active","minimatch ReDoS vulnerability (CVE-2022-3517)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-f8q6-p94x-37v3","GHSA-f8q6-p94x-37v3","'package-lock.json' contains a reference to an insecure Npm package 'minimatch 3.0.4'.  Recommendation: Upgrade minimatch from 3.0.4 to 3.0.5 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/297","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","minimatch 3.0.4"
"298","active","qs vulnerable to Prototype Pollution (CVE-2022-24999)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-hrpp-h998-j3pp","GHSA-hrpp-h998-j3pp","'package.json' contains a reference to an insecure Npm package 'express 4.17.1'.  Recommendation: Upgrade express from 4.17.1 to 4.17.3 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/298","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/express/package.json @ eb8d1d59","express 4.17.1"
"299","active","qs vulnerable to Prototype Pollution (CVE-2022-24999)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-hrpp-h998-j3pp","GHSA-hrpp-h998-j3pp","'package-lock.json' contains a reference to an insecure Npm package 'express 4.17.1'.  Recommendation: Upgrade express from 4.17.1 to 4.17.3 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/299","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","express 4.17.1"
"300","active","qs vulnerable to Prototype Pollution (CVE-2022-24999)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-hrpp-h998-j3pp","GHSA-hrpp-h998-j3pp","'package.json' contains a reference to an insecure Npm package 'qs 6.7.0'.  Recommendation: Upgrade qs from 6.7.0 to 6.7.3 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/300","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/qs/package.json @ eb8d1d59","qs 6.7.0"
"301","active","qs vulnerable to Prototype Pollution (CVE-2022-24999)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-hrpp-h998-j3pp","GHSA-hrpp-h998-j3pp","'package-lock.json' contains a reference to an insecure Npm package 'qs 6.7.0'.  Recommendation: Upgrade qs from 6.7.0 to 6.7.3 to fix the vulnerability.","","high","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/301","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","qs 6.7.0"
"302","active","Exposure of Sensitive Information to an Unauthorized Actor in nanoid (CVE-2021-23566)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qrpm-p2h7-hrv2","GHSA-qrpm-p2h7-hrv2","'package-lock.json' contains a reference to an insecure Npm package 'nanoid 3.1.23'.  Recommendation: Upgrade nanoid from 3.1.23 to 3.1.31 to fix the vulnerability.","","medium","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/302","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/package-lock.json @ eb8d1d59","nanoid 3.1.23"
"303","active","Exposure of Sensitive Information to an Unauthorized Actor in nanoid (CVE-2021-23566)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qrpm-p2h7-hrv2","GHSA-qrpm-p2h7-hrv2","'package.json' contains a reference to an insecure Npm package 'nanoid 3.1.23'.  Recommendation: Upgrade nanoid from 3.1.23 to 3.1.31 to fix the vulnerability.","","medium","2024-02-11T17:16:00Z","2024-02-11T17:16:00Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/303","octodemo-felickz","test-cases","nodejs-example","refs/heads/main","Npm","s/node_modules/nanoid/package.json @ eb8d1d59","nanoid 3.1.23"
"304","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-02-11T17:18:46Z","2024-02-11T17:18:46Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/304","octodemo-felickz","test-cases","nodejs-example","refs/heads/main",,"index.js:35 @ eb8d1d59",""
"305","active","Empty character class (js/regex/empty-character-class)","code","CodeQL","js/regex/empty-character-class","js/regex/empty-character-class","Empty character classes are not normally useful and may indicate a bug.","reliability,correctness,regular-expressions","warning","2024-02-11T17:18:46Z","2024-02-11T17:18:46Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/305","octodemo-felickz","test-cases","nodejs-example","refs/heads/main",,"index.js:43 @ eb8d1d59",""
"306","active","Database query built from user-controlled sources (js/sql-injection)","code","CodeQL","js/sql-injection","js/sql-injection","Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-090,external/cwe/cwe-943","high","2024-02-11T17:18:46Z","2024-02-11T17:18:46Z","","",,"30","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/bc659709-06b1-4e1c-9818-fdfcc2c67c29/alerts/306","octodemo-felickz","test-cases","nodejs-example","refs/heads/main",,"index.js:47 @ eb8d1d59",""
"311","active","AWS (long-lived) credentials","secret","Advanced Security Secrets Scanning","SEC101/008","AwsCredentials","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2024-02-20T22:26:45Z","2024-02-20T22:26:45Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/311","octodemo-felickz","iac-synthetics","iac-synthetics",,,"terraform/aws/ec2.tf:16 @ d68d2897,terraform/ec2.tf:16 @ f00e136e,terraform/ec2.tf:17 @ f00e136e",""
"312","active","AWS (long-lived) credentials","secret","Advanced Security Secrets Scanning","SEC101/008","AwsCredentials","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2024-02-20T22:26:45Z","2024-02-20T22:26:45Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/312","octodemo-felickz","iac-synthetics","iac-synthetics",,,"terraform/ec2.tf:17 @ b84e029f,terraform/ec2.tf:16 @ b84e029f",""
"313","active","TemporaryFolder on unix-like systems does not limit access to created files (CVE-2020-15250)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-269g-pwp5-87pp","GHSA-269g-pwp5-87pp","'pom.xml' contains a reference to an insecure Maven package 'junit:junit 4.12'.  Recommendation: Upgrade junit:junit from 4.12 to 4.13.1 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/313","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Maven","s/packages/pom.xml @ 3268cfe5","junit:junit 4.12"
"314","active","Uncaught Exception in engine.io (CVE-2022-21676)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-273r-mgr4-v34f","GHSA-273r-mgr4-v34f","'package-lock.json' contains a reference to an insecure Npm package 'engine.io 6.1.0'.  Recommendation: Upgrade engine.io from 6.1.0 to 6.1.1 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/314","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","karma 6.3.9(root),engine.io 6.1.0"
"315","active","Django denial of service via file upload naming (CVE-2014-0481)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-296w-6qhq-gf92","GHSA-296w-6qhq-gf92","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.4.14 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/315","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"316","active","Improper Verification of Cryptographic Signature in `node-forge` (CVE-2022-24773)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-2r2c-g63r-vccr","GHSA-2r2c-g63r-vccr","'package-lock.json' contains a reference to an insecure Npm package 'node-forge 0.10.0'.  Recommendation: Upgrade node-forge from 0.10.0 to 1.3.0 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/316","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),firebase-tools 9.23.1(root),node-forge 0.10.0"
"317","active","Improper Input Validation in Django (CVE-2019-3498)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-337x-4q8g-prc5","GHSA-337x-4q8g-prc5","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.11.18 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/317","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"318","active","JSZip contains Path Traversal via loadAsync (CVE-2022-48285)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-36fh-84j7-cv5h","GHSA-36fh-84j7-cv5h","'package-lock.json' contains a reference to an insecure Npm package 'jszip 3.7.1'.  Recommendation: Upgrade jszip from 3.7.1 to 3.8.0 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/318","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","protractor 7.0.0(root),selenium-webdriver 3.5.0(root),jszip 3.7.1"
"319","active","SQL injection in Django (CVE-2020-9402)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-3gh2-xw74-jmcw","GHSA-3gh2-xw74-jmcw","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.11.29 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/319","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"320","active","loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable (CVE-2022-37603)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-3rfm-jhwj-7488","GHSA-3rfm-jhwj-7488","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 3.0.0'.  Recommendation: Upgrade loader-utils from 3.0.0 to 3.2.1 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/320","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),check-side-effects 0.0.23(root),loader-utils 3.0.0"
"321","active","loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable (CVE-2022-37603)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-3rfm-jhwj-7488","GHSA-3rfm-jhwj-7488","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 1.2.3'.  Recommendation: Upgrade loader-utils from 1.2.3 to 1.4.2 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/321","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","check-side-effects 0.0.23(root),loader-utils 1.2.3"
"322","active","loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable (CVE-2022-37603)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-3rfm-jhwj-7488","GHSA-3rfm-jhwj-7488","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 1.4.0'.  Recommendation: Upgrade loader-utils from 1.4.0 to 1.4.2 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/322","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),loader-utils 1.4.0"
"323","active","loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable (CVE-2022-37603)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-3rfm-jhwj-7488","GHSA-3rfm-jhwj-7488","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 2.0.2'.  Recommendation: Upgrade loader-utils from 2.0.2 to 2.0.4 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/323","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),loader-utils 2.0.2"
"324","active","semver-regex Regular Expression Denial of Service (ReDOS) (CVE-2021-3795)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-44c6-4v22-4mhx","GHSA-44c6-4v22-4mhx","'package-lock.json' contains a reference to an insecure Npm package 'semver-regex 2.0.0'.  Recommendation: Upgrade semver-regex from 2.0.0 to 3.1.3 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/324","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","karma-sauce-launcher 4.3.6(root),semver-regex 2.0.0"
"325","active","Improper Privilege Management in shelljs (CVE-2022-0144)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-4rq4-32rv-6wp6","GHSA-4rq4-32rv-6wp6","'package-lock.json' contains a reference to an insecure Npm package 'shelljs 0.8.4'.  Recommendation: Upgrade shelljs from 0.8.4 to 0.8.5 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/325","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","shelljs 0.8.4"
"326","active","vm2 vulnerable to Arbitrary Code Execution (CVE-2022-25893)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-4w2j-2rg4-5mjw","GHSA-4w2j-2rg4-5mjw","'package-lock.json' contains a reference to an insecure Npm package 'vm2 3.9.5'.  Recommendation: Upgrade vm2 from 3.9.5 to 3.9.10 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/326","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","firebase-tools 9.23.1(root),vm2 3.9.5"
"327","active","Terser insecure use of regular expressions leads to ReDoS (CVE-2022-25858)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-4wf5-vphf-c2xc","GHSA-4wf5-vphf-c2xc","'package-lock.json' contains a reference to an insecure Npm package 'terser 5.10.0'.  Recommendation: Upgrade terser from 5.10.0 to 5.14.2 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/327","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),check-side-effects 0.0.23(root),terser 5.10.0(root),terser 5.10.0"
"328","active","Terser insecure use of regular expressions leads to ReDoS (CVE-2022-25858)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-4wf5-vphf-c2xc","GHSA-4wf5-vphf-c2xc","'package-lock.json' contains a reference to an insecure Npm package 'terser 5.9.0'.  Recommendation: Upgrade terser from 5.9.0 to 5.14.2 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/328","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),terser 5.9.0"
"329","active","Regular expression denial of service in semver-regex (CVE-2021-43307)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-4x5v-gmq8-25ch","GHSA-4x5v-gmq8-25ch","'package-lock.json' contains a reference to an insecure Npm package 'semver-regex 2.0.0'.  Recommendation: Upgrade semver-regex from 2.0.0 to 3.1.4 to fix the vulnerability.","","low","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/329","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","karma-sauce-launcher 4.3.6(root),semver-regex 2.0.0"
"330","active","Denial of Service in Apache Commons Compress (CVE-2019-12402)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-53x6-4x5p-rrvv","GHSA-53x6-4x5p-rrvv","'pom.xml' contains a reference to an insecure Maven package 'org.apache.commons:commons-compress 1.15'.  Recommendation: Upgrade org.apache.commons:commons-compress from 1.15 to 1.19 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/330","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Maven","s/packages/pom.xml @ 3268cfe5","org.apache.commons:commons-compress 1.15"
"331","active","Django Image Field Vulnerable to Image Decompression Bombs (CVE-2012-3443)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-59w8-4wm2-4xw8","GHSA-59w8-4wm2-4xw8","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.3.2 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/331","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
