"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Location Paths","Logical Paths"
"5764","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5764","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:63 @ 7b51f303",""
"5765","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5765","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:85 @ 7b51f303",""
"5766","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5766","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:68 @ 7b51f303",""
"5767","active","Use of a potentially broken or risky cryptographic algorithm (java/potentially-weak-cryptographic-algorithm)","code","java/potentially-weak-cryptographic-algorithm","java/potentially-weak-cryptographic-algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","security,external/cwe/cwe-327,external/cwe/cwe-328","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5767","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/cryptography/HashingAssignment.java:100 @ 7b51f303",""
"5768","active","Use of a potentially broken or risky cryptographic algorithm (java/potentially-weak-cryptographic-algorithm)","code","java/potentially-weak-cryptographic-algorithm","java/potentially-weak-cryptographic-algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","security,external/cwe/cwe-327,external/cwe/cwe-328","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5768","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/missingac/DisplayUser.java:55 @ 7b51f303",""
"5769","active","Insertion of sensitive information into log files (java/sensitive-log)","code","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5769","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java:68 @ 7b51f303",""
"5770","active","Insertion of sensitive information into log files (java/sensitive-log)","code","java/sensitive-log","java/sensitive-log","Writing sensitive information to log files can allow that information to be leaked to an attacker more easily.","security,external/cwe/cwe-532","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5770","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/logging/LogBleedingTask.java:50 @ 7b51f303",""
"5771","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5771","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java:55 @ 7b51f303",""
"5772","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5772","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/container/WebSecurityConfig.java:78 @ 7b51f303",""
"5773","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5773","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java:71 @ 7b51f303",""
"5774","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5774","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java:60 @ 7b51f303",""
"5775","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5775","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java:65 @ 7b51f303",""
"5776","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5776","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java:76 @ 7b51f303",""
"5777","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5777","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson4.java:62 @ 7b51f303",""
"5778","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5778","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/container/users/UserService.java:52 @ 7b51f303",""
"5779","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5779","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/Servers.java:73 @ 7b51f303",""
"5780","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5780","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java:69 @ 7b51f303",""
"5781","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5781","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTFinalEndpoint.java:90 @ 7b51f303",""
"5782","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5782","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:78 @ 7b51f303",""
"5783","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5783","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java:158 @ 7b51f303",""
"5784","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5784","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5a.java:67 @ 7b51f303",""
"5785","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5785","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java:63 @ 7b51f303",""
"5786","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5786","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java:66 @ 7b51f303",""
"5787","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5787","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java:80 @ 7b51f303",""
"5788","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5788","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:74 @ 7b51f303",""
"5789","active","Server-side request forgery (java/ssrf)","code","java/ssrf","java/ssrf","Making web requests based on unvalidated user-input may cause the server to communicate with malicious servers.","security,external/cwe/cwe-918","critical","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"7","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5789","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/ssrf/SSRFTask2.java:51 @ 7b51f303",""
"5790","active","User-controlled data in arithmetic expression (java/tainted-arithmetic)","code","java/tainted-arithmetic","java/tainted-arithmetic","Arithmetic operations on user-controlled data that is not validated can cause overflows.","security,external/cwe/cwe-190,external/cwe/cwe-191","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5790","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5.java:283 @ 7b51f303",""
"5791","active","Deserialization of user-controlled data (java/unsafe-deserialization)","code","java/unsafe-deserialization","java/unsafe-deserialization","Deserializing user-controlled data may allow attackers to execute arbitrary code.","security,external/cwe/cwe-502","critical","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"7","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5791","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/vulnerablecomponents/VulnerableComponentsLesson.java:57 @ 7b51f303",""
"5792","active","Deserialization of user-controlled data (java/unsafe-deserialization)","code","java/unsafe-deserialization","java/unsafe-deserialization","Deserializing user-controlled data may allow attackers to execute arbitrary code.","security,external/cwe/cwe-502","critical","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"7","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5792","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/deserialization/InsecureDeserializationTask.java:60 @ 7b51f303",""
"5793","active","Use of a broken or risky cryptographic algorithm (java/weak-cryptographic-algorithm)","code","java/weak-cryptographic-algorithm","java/weak-cryptographic-algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","security,external/cwe/cwe-327,external/cwe/cwe-328","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5793","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/cryptography/HashingAssignment.java:55 @ 7b51f303",""
"5794","active","Resolving XML external entity in user-controlled data (java/xxe)","code","java/xxe","java/xxe","Parsing user-controlled XML documents and allowing expansion of external entity references may lead to disclosure of confidential data or denial of service.","security,external/cwe/cwe-611,external/cwe/cwe-776,external/cwe/cwe-827","critical","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"7","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5794","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/xxe/CommentsCache.java:105 @ 7b51f303",""
"5795","active","Arbitrary file access during archive extraction (""Zip Slip"") (java/zipslip)","code","java/zipslip","java/zipslip","Extracting files from a malicious ZIP file, or similar type of archive, without validating that the destination file path is within the destination directory can allow an attacker to unexpectedly gain access to resources.","security,external/cwe/cwe-022","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5795","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:73 @ 7b51f303",""
"6618","active","Azure DevOps personal access token (PAT)","secret","SEC101/102","AdoPat","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2023-09-05T20:07:19Z","2023-09-05T20:07:19Z","","",,"7","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6618","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs",".env:8 @ 1ea74323",""
"6619","active","Azure DevOps personal access token (PAT)","secret","SEC101/102","AdoPat","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2023-09-05T20:07:19Z","2023-09-05T20:07:19Z","","",,"7","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6619","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs",".env:9 @ 1ea74323",""
"6620","active","Microsoft Azure Storage account access key identifiable","secret","SEC101/152","AzureStorageAccountIdentifiableKey","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2023-09-05T20:07:19Z","2023-09-05T20:07:19Z","","",,"7","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6620","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs",".env:23 @ 1ea74323",""
"6621","active","NuGet Client Remote Code Execution Vulnerability (GHSA-6qmf-mmc7-6c2p)","dependency","DEP1001_GHSA-6qmf-mmc7-6c2p","GHSA-6qmf-mmc7-6c2p","'WebGoatCore.csproj' contains a reference to an insecure NuGet package 'nuget.common 6.2.1'.  Recommendation: Upgrade NuGet.Common from 6.2.1 to 6.2.4 to fix the vulnerability.","","high","2023-09-05T20:12:05Z","2023-09-05T20:12:05Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6621","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","s/WebGoatCore/WebGoatCore.csproj @ 8466e55a","NuGet microsoft.visualstudio.web.codegeneration.design 6.0.8(root),NuGet nuget.common 6.2.1"
"6622","active","NuGet Client Remote Code Execution Vulnerability (GHSA-6qmf-mmc7-6c2p)","dependency","DEP1001_GHSA-6qmf-mmc7-6c2p","GHSA-6qmf-mmc7-6c2p","'WebGoatCore.csproj' contains a reference to an insecure NuGet package 'nuget.protocol 5.11.0'.  Recommendation: Upgrade NuGet.Protocol from 5.11.0 to 5.11.5 to fix the vulnerability.","","high","2023-09-05T20:12:05Z","2023-09-05T20:12:05Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6622","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","s/WebGoatCore/WebGoatCore.csproj @ 8466e55a","NuGet microsoft.visualstudio.web.codegeneration.design 6.0.8(root),NuGet nuget.protocol 5.11.0"
"6623","active",".NET Information Disclosure Vulnerability (GHSA-8g2p-5pqh-5jmc)","dependency","DEP1001_GHSA-8g2p-5pqh-5jmc","GHSA-8g2p-5pqh-5jmc","'WebGoatCore.csproj' contains a reference to an insecure NuGet package 'microsoft.data.sqlclient 2.0.1'.  Recommendation: Upgrade Microsoft.Data.SqlClient from 2.0.1 to 2.1.2 to fix the vulnerability.","","medium","2023-09-05T20:12:05Z","2023-09-05T20:12:05Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6623","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","s/WebGoatCore/WebGoatCore.csproj @ 8466e55a","NuGet microsoft.data.sqlclient 2.0.1"
"6624","active","NuGet Elevation of Privilege Vulnerability (GHSA-g3q9-xf95-8hp5)","dependency","DEP1001_GHSA-g3q9-xf95-8hp5","GHSA-g3q9-xf95-8hp5","'WebGoatCore.csproj' contains a reference to an insecure NuGet package 'nuget.protocol 5.11.0'.  Recommendation: Upgrade NuGet.Protocol from 5.11.0 to 5.11.3 to fix the vulnerability.","","high","2023-09-05T20:12:05Z","2023-09-05T20:12:05Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6624","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","s/WebGoatCore/WebGoatCore.csproj @ 8466e55a","NuGet microsoft.visualstudio.web.codegeneration.design 6.0.8(root),NuGet nuget.protocol 5.11.0"
"6625","active","Exposure of private information (cs/exposure-of-sensitive-information)","code","cs/exposure-of-sensitive-information","cs/exposure-of-sensitive-information","If private information is written to an external location, it may be accessible by unauthorized persons.","security,external/cwe/cwe-359","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6625","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Models/CreditCard.cs:179 @ 8466e55a",""
"6626","active","SQL query built from stored user-controlled sources (cs/second-order-sql-injection)","code","cs/second-order-sql-injection","cs/second-order-sql-injection","Building a SQL query from stored user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6626","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Data/OrderRepository.cs:80 @ 8466e55a",""
"6627","active","SQL query built from stored user-controlled sources (cs/second-order-sql-injection)","code","cs/second-order-sql-injection","cs/second-order-sql-injection","Building a SQL query from stored user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6627","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Data/OrderRepository.cs:49 @ 8466e55a",""
