"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","Dismissal Message","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Dependency Type","Location Paths","Logical Paths"
"872","active","Security threat alerts go to subcription owners and co-administrators (Misconfiguration)","code","trivy","AVD-AZU-0023","Misconfiguration","Subscription owners should be notified when there are security alerts. By ensuring the administrators of the account have been notified they can quickly assist in any required remediation","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/872?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/mssql.tf:181 @ bfe724a3",""
"873","active","Security threat alerts go to subcription owners and co-administrators (Misconfiguration)","code","trivy","AVD-AZU-0023","Misconfiguration","Subscription owners should be notified when there are security alerts. By ensuring the administrators of the account have been notified they can quickly assist in any required remediation","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/873?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/mssql.tf:195 @ bfe724a3",""
"874","active","Security threat alerts go to subcription owners and co-administrators (Misconfiguration)","code","trivy","AVD-AZU-0023","Misconfiguration","Subscription owners should be notified when there are security alerts. By ensuring the administrators of the account have been notified they can quickly assist in any required remediation","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/874?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/mssql.tf:222 @ bfe724a3",""
"875","active","Ensure server parameter &#39;log_checkpoints&#39; is set to &#39;ON&#39; for PostgreSQL Database Server (Misconfiguration)","code","trivy","AVD-AZU-0024","Misconfiguration","Postgresql can generate logs for checkpoints to improve visibility for audit and configuration issue resolution.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/875?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/sql.tf:109 @ bfe724a3",""
"876","active","Databases should have the minimum TLS set for connections (Misconfiguration)","code","trivy","AVD-AZU-0026","Misconfiguration","You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/876?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/sql.tf:44 @ bfe724a3",""
"877","active","No threat detections are set (Misconfiguration)","code","trivy","AVD-AZU-0028","Misconfiguration","SQL Server can alert for security issues including SQL Injection, vulnerabilities, access anomalies and data exfiltration. Ensure none of these are disabled to benefit from the best protection","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/877?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/mssql.tf:242 @ bfe724a3",""
"878","active","No threat detections are set (Misconfiguration)","code","trivy","AVD-AZU-0028","Misconfiguration","SQL Server can alert for security issues including SQL Injection, vulnerabilities, access anomalies and data exfiltration. Ensure none of these are disabled to benefit from the best protection","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/878?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/sql.tf:37 @ bfe724a3",""
"879","active","Ensure the activity retention log is set to at least a year (Misconfiguration)","code","trivy","AVD-AZU-0031","Misconfiguration","The average time to detect a breach is up to 210 days, to ensure that all the information required for an effective investigation is available, the retention period should allow for delayed starts to investigating.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/879?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/logging.tf:8 @ bfe724a3",""
"880","active","Ensure activitys are captured for all locations (Misconfiguration)","code","trivy","AVD-AZU-0032","Misconfiguration","Log profiles should capture all regions to ensure that all events are logged","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/880?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/logging.tf:1 @ bfe724a3",""
"881","active","Enable disk encryption on managed disk (Misconfiguration)","code","trivy","AVD-AZU-0038","Misconfiguration","Manage disks should be encrypted at rest. When specifying the &lt;code&gt;encryption_settings&lt;/code&gt; block, the enabled attribute should be set to &lt;code&gt;true&lt;/code&gt;.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/881?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/storage.tf:9 @ bfe724a3",""
"882","active","Password authentication should be disabled on Azure virtual machines (Misconfiguration)","code","trivy","AVD-AZU-0039","Misconfiguration","Access to virtual machines should be authenticated using SSH keys. Removing the option of password authentication enforces more secure methods while removing the risks inherent with passwords.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/882?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/instance.tf:17 @ bfe724a3",""
"883","active","Ensure AKS logging to Azure Monitoring is Configured (Misconfiguration)","code","trivy","AVD-AZU-0040","Misconfiguration","Ensure AKS logging to Azure Monitoring is configured for containers to monitor the performance of workloads.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/883?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/aks.tf:16 @ bfe724a3",""
"884","active","Ensure AKS has an API Server Authorized IP Ranges enabled (Misconfiguration)","code","trivy","AVD-AZU-0041","Misconfiguration","The API server is the central way to interact with and manage a cluster. To improve cluster security and minimize attacks, the API server should only be accessible from a limited set of IP address ranges.","misconfiguration,security,CRITICAL","critical","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"7","104","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/884?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/aks.tf:1 @ bfe724a3",""
"885","active","Ensure RBAC is enabled on AKS clusters (Misconfiguration)","code","trivy","AVD-AZU-0042","Misconfiguration","Using Kubernetes role-based access control (RBAC), you can grant users, groups, and service accounts access to only the resources they need.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/885?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/aks.tf:23 @ bfe724a3",""
"886","active","Send notification emails for high severity alerts (Misconfiguration)","code","trivy","AVD-AZU-0044","Misconfiguration","It is recommended that at least one valid contact is configured for the security center. 
Microsoft will notify the security contact directly in the event of a security incident using email and require alerting to be turned on.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/886?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/security_center.tf:6 @ bfe724a3",""
"887","active","Enable the standard security center subscription tier (Misconfiguration)","code","trivy","AVD-AZU-0045","Misconfiguration","To benefit from Azure Defender you should use the Standard subscription tier.
			
			Enabling Azure Defender extends the capabilities of the free mode to workloads running in private and other public clouds, providing unified security management and threat protection across your hybrid cloud workloads.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/887?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/security_center.tf:2 @ bfe724a3",""
"888","active","The required contact details should be set for security center (Misconfiguration)","code","trivy","AVD-AZU-0046","Misconfiguration","It is recommended that at least one valid contact is configured for the security center. 
Microsoft will notify the security contact directly in the event of a security incident and will look to use a telephone number in cases where a prompt response is required.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/888?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/security_center.tf:5 @ bfe724a3",""
"889","active","An inbound network security rule allows traffic from /0. (Misconfiguration)","code","trivy","AVD-AZU-0047","Misconfiguration","Network security rules should not use very broad subnets.

Where possible, segments should be broken into smaller subnets.","misconfiguration,security,CRITICAL","critical","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"7","104","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/889?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/networking.tf:80 @ bfe724a3",""
"890","active","RDP access should not be accessible from the Internet, should be blocked on port 3389 (Misconfiguration)","code","trivy","AVD-AZU-0048","Misconfiguration","RDP access can be configured on either the network security group or in the network security group rule.

RDP access should not be permitted from the internet (*, 0.0.0.0, /0, internet, any). Consider using the Azure Bastion Service.","misconfiguration,security,CRITICAL","critical","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"7","104","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/890?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/networking.tf:92 @ bfe724a3",""
"891","active","Retention policy for flow logs should be enabled and set to greater than 90 days (Misconfiguration)","code","trivy","AVD-AZU-0049","Misconfiguration","Flow logs are the source of truth for all network activity in your cloud environment. 
To enable analysis in security event that was detected late, you need to have the logs available. 
			
Setting an retention policy will help ensure as much information is available for review.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/891?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/azure/networking.tf:132 @ bfe724a3",""
"892","active","Ensure that Cloud Storage bucket is not anonymously or publicly accessible. (Misconfiguration)","code","trivy","AVD-GCP-0001","Misconfiguration","Using &#39;allUsers&#39; or &#39;allAuthenticatedUsers&#39; as members in an IAM member/binding causes data to be exposed outside of the organisation.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/892?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gcs.tf:19 @ bfe724a3",""
"893","active","Ensure that Cloud Storage buckets have uniform bucket-level access enabled (Misconfiguration)","code","trivy","AVD-GCP-0002","Misconfiguration","When you enable uniform bucket-level access on a bucket, Access Control Lists (ACLs) are disabled, and only bucket-level Identity and Access Management (IAM) permissions grant access to that bucket and the objects it contains. You revoke all access granted by object ACLs and the ability to administrate permissions using bucket ACLs.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/893?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gcs.tf:1 @ bfe724a3",""
"894","active","Temporary file logging should be enabled for all temporary files. (Misconfiguration)","code","trivy","AVD-GCP-0014","Misconfiguration","Temporary files are not logged by default. To log all temporary files, a value of `0` should set in the `log_temp_files` flag - as all files greater in size than the number of bytes set in this flag will be logged.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/894?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:1 @ bfe724a3",""
"895","active","SSL connections to a SQL database instance should be enforced. (Misconfiguration)","code","trivy","AVD-GCP-0015","Misconfiguration","In-transit data should be encrypted so that if traffic is intercepted data will not be exposed in plaintext to attackers.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/895?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:8 @ bfe724a3",""
"896","active","Ensure that Cloud SQL Database Instances are not publicly exposed (Misconfiguration)","code","trivy","AVD-GCP-0017","Misconfiguration","Database instances should be configured so that they are not available over the public internet, but to internal compute resources which access them.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/896?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:12 @ bfe724a3",""
"897","active","Ensure that Cloud SQL Database Instances are not publicly exposed (Misconfiguration)","code","trivy","AVD-GCP-0017","Misconfiguration","Database instances should be configured so that they are not available over the public internet, but to internal compute resources which access them.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/897?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:9 @ bfe724a3",""
"898","active","Enable automated backups to recover from data-loss (Misconfiguration)","code","trivy","AVD-GCP-0024","Misconfiguration","Automated backups are not enabled by default. Backups are an easy way to restore data in a corruption or data-loss scenario.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/898?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:16 @ bfe724a3",""
"899","active","An inbound firewall rule allows traffic from /0. (Misconfiguration)","code","trivy","AVD-GCP-0027","Misconfiguration","Network security rules should not use very broad subnets.

Where possible, segments should be broken into smaller subnets and avoid using the &lt;code&gt;/0&lt;/code&gt; subnet.","misconfiguration,security,CRITICAL","critical","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"7","104","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/899?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/networks.tf:22 @ bfe724a3",""
"900","active","VPC flow logs should be enabled for all subnetworks (Misconfiguration)","code","trivy","AVD-GCP-0029","Misconfiguration","VPC flow logs record information about all traffic, which is a vital tool in reviewing anomalous traffic.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/900?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/networks.tf:7 @ bfe724a3",""
"901","active","Disable project-wide SSH keys for all instances (Misconfiguration)","code","trivy","AVD-GCP-0030","Misconfiguration","Use of project-wide SSH keys means that a compromise of any one of these key pairs can result in all instances being compromised. It is recommended to use instance-level keys.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/901?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:19 @ bfe724a3",""
"902","active","Instances should not have public IP addresses (Misconfiguration)","code","trivy","AVD-GCP-0031","Misconfiguration","Instances should not be publicly exposed to the internet","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/902?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:15 @ bfe724a3",""
"903","active","VM disks should be encrypted with Customer Supplied Encryption Keys (Misconfiguration)","code","trivy","AVD-GCP-0033","Misconfiguration","Using unmanaged keys makes rotation and general management difficult.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/903?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:7 @ bfe724a3",""
"904","active","Disks should be encrypted with customer managed encryption keys (Misconfiguration)","code","trivy","AVD-GCP-0034","Misconfiguration","Using unmanaged keys makes rotation and general management difficult.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/904?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:36 @ bfe724a3",""
"905","active","Instances should have Shielded VM VTPM enabled (Misconfiguration)","code","trivy","AVD-GCP-0041","Misconfiguration","The virtual TPM provides numerous security measures to your VM.","misconfiguration,security,MEDIUM","medium","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"90","21","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/905?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:3 @ bfe724a3",""
"906","active","Instances should not have IP forwarding enabled (Misconfiguration)","code","trivy","AVD-GCP-0043","Misconfiguration","Disabling IP forwarding ensures the instance can only receive packets addressed to the instance and can only send packets with a source address of the instance.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/906?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/instances.tf:17 @ bfe724a3",""
"907","active","BigQuery datasets should only be accessible within the organisation (Misconfiguration)","code","trivy","AVD-GCP-0046","Misconfiguration","Using &#39;allAuthenticatedUsers&#39; provides any GCP user - even those outside of your organisation - access to your BigQuery dataset.","misconfiguration,security,CRITICAL","critical","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"7","104","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/907?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/big_data.tf:24 @ bfe724a3",""
"908","active","Legacy metadata endpoints enabled. (Misconfiguration)","code","trivy","AVD-GCP-0048","Misconfiguration","The Compute Engine instance metadata server exposes legacy v0.1 and v1beta1 endpoints, which do not enforce metadata query headers. 

This is a feature in the v1 APIs that makes it more difficult for a potential attacker to retrieve instance metadata. 

Unless specifically required, we recommend you disable these legacy APIs.

When setting the &lt;code&gt;metadata&lt;/code&gt; block, the default value for &lt;code&gt;disable-legacy-endpoints&lt;/code&gt; is set to true, they should not be explicitly enabled.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/908?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:28 @ bfe724a3",""
"909","active","Clusters should have IP aliasing enabled (Misconfiguration)","code","trivy","AVD-GCP-0049","Misconfiguration","IP aliasing allows the reuse of public IPs internally, removing the need for a NAT gateway.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/909?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:6 @ bfe724a3",""
"910","active","Stackdriver Monitoring should be enabled (Misconfiguration)","code","trivy","AVD-GCP-0052","Misconfiguration","StackDriver monitoring aggregates logs, events, and metrics from your Kubernetes environment on GKE to help you understand your application&#39;s behavior in production.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/910?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:13 @ bfe724a3",""
"911","active","GKE Control Plane should not be publicly accessible (Misconfiguration)","code","trivy","AVD-GCP-0053","Misconfiguration","The GKE control plane is exposed to the public internet by default.","misconfiguration,security,HIGH","high","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"30","81","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/911?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:19 @ bfe724a3",""
"912","active","Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image (Misconfiguration)","code","trivy","AVD-GCP-0054","Misconfiguration","GKE supports several OS image types but COS is the recommended OS image to use on cluster nodes for enhanced security","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/912?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:29 @ bfe724a3",""
"913","active","Kubernetes should have &#39;Automatic upgrade&#39; enabled (Misconfiguration)","code","trivy","AVD-GCP-0058","Misconfiguration","Automatic updates keep nodes updated with the latest cluster master version.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/913?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:24 @ bfe724a3",""
"914","active","Stackdriver Logging should be enabled (Misconfiguration)","code","trivy","AVD-GCP-0060","Misconfiguration","StackDriver logging provides a useful interface to all of stdout/stderr for each container and should be enabled for moitoring, debugging, etc.","misconfiguration,security,LOW","low","2024-08-08T19:55:28Z","2024-08-08T19:55:28Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/914?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master",,,"terraform/gcp/gke.tf:8 @ bfe724a3",""
